feature_id,feature_index,vst.mean,vst.variance,vst.variance.expected,vst.variance.standardized,vst.variable,feature_is_filtered,feature_name,feature_reference,feature_biotype,feature_length,feature_type,calibration_variance,calibration_cells
ENSG00000105374,31578,4.840995102627064,81.84314635470278,23.15111423982664,3.5351709428473184,1,False,NKG7,NCBITaxon:9606,gene,520,protein_coding,78.27077,10000
ENSG00000188536,25639,0.32509365214961605,345.3602541656719,0.47276338744058277,269.9735274599417,1,False,HBA2,NCBITaxon:9606,gene,544,protein_coding,54.347427,10000
ENSG00000163220,2012,2.342053918338688,291.21608469876907,7.566459082232662,38.487763104769144,1,False,S100A9,NCBITaxon:9606,gene,573,protein_coding,52.840805,10000
ENSG00000254772,19263,10.044817727577325,73.44956282151885,75.10162195634797,0.9780023507874213,0,False,EEF1G,NCBITaxon:9606,gene,1012,protein_coding,49.67253,10000
ENSG00000149806,19384,10.773577564155426,52.025319903381934,84.31068745629406,0.6170667263313382,0,False,FAU,NCBITaxon:9606,gene,533,protein_coding,34.274307,10000
ENSG00000196154,2021,5.155842461031979,60.813310262676126,25.573533733123988,2.3779783778741512,1,False,S100A4,NCBITaxon:9606,gene,551,protein_coding,33.319115,10000
ENSG00000271503,28031,3.387311184536567,38.51867521629694,13.270100623674821,2.9026664008607566,1,False,CCL5,NCBITaxon:9606,gene,1217,protein_coding,31.729744,10000
ENSG00000187514,5610,9.558924195199982,61.41044174683713,69.21730691639831,0.8872122375512849,0,False,PTMA,NCBITaxon:9606,gene,838,protein_coding,29.832714,10000
ENSG00000143546,2014,1.5604605788299306,144.2167474902503,4.1424686362555505,34.81420383682858,1,False,S100A8,NCBITaxon:9606,gene,495,protein_coding,29.392338,10000
ENSG00000221983,30662,9.835431616517365,45.69495085741141,72.54068070013179,0.6299217269084173,0,False,UBA52,NCBITaxon:9606,gene,680,protein_coding,27.677536,10000
ENSG00000234745,11319,6.746607986793025,38.85589882235176,39.27799286266876,0.9892536759268531,0,False,HLA-B,NCBITaxon:9606,gene,1949,protein_coding,26.679806,10000
ENSG00000206172,25640,0.2269588490973446,141.27539614990047,0.29873761898782075,226.28337933855096,1,False,HBA1,NCBITaxon:9606,gene,540,protein_coding,25.641327,10000
ENSG00000204628,10846,7.807205871403329,41.37917147647918,49.73131338527062,0.8320546685658966,0,False,RACK1,NCBITaxon:9606,gene,843,protein_coding,24.729523,10000
ENSG00000204287,11400,1.8666068339048403,51.21940277502999,5.392642567494155,9.498015515409454,1,False,HLA-DRA,NCBITaxon:9606,gene,1202,protein_coding,19.464506,10000
ENSG00000196531,21279,6.651068783390724,30.140458726089026,38.38730013476857,0.7851674543599454,0,False,NACA,NCBITaxon:9606,gene,888,protein_coding,19.105457,10000
ENSG00000169442,581,5.631331177539177,27.839969394285493,29.416027272702856,0.9464217970606574,0,False,CD52,NCBITaxon:9606,gene,467,protein_coding,17.91681,10000
ENSG00000227507,11334,4.0825123675279436,27.875986915962432,17.72326340033648,1.5728472959976971,1,False,LTB,NCBITaxon:9606,gene,873,protein_coding,17.833134,10000
ENSG00000108518,27387,4.872966133108947,31.20120439788605,23.392620929533685,1.333805412045654,1,False,PFN1,NCBITaxon:9606,gene,807,protein_coding,17.820337,10000
ENSG00000114942,5332,5.569541975137646,26.336564197626927,28.904295271762244,0.9111643771334749,0,False,EEF1B2,NCBITaxon:9606,gene,754,protein_coding,17.789225,10000
ENSG00000090382,21436,1.6376536483707047,103.3219761790039,4.44624722990558,23.238018678819774,1,False,LYZ,NCBITaxon:9606,gene,669,protein_coding,17.252153,10000
ENSG00000184009,29073,3.208519043070782,28.789943310392548,12.208177448799814,2.358250724215145,1,False,ACTG1,NCBITaxon:9606,gene,1895,protein_coding,16.75175,10000
ENSG00000213145,24224,2.970108971951992,41.548213997463144,10.846602737341593,3.8305278623428585,1,False,CRIP1,NCBITaxon:9606,gene,994,protein_coding,16.725927,10000
ENSG00000204525,11317,4.943170618644603,20.135014632749822,23.926501760129444,0.8415360855749596,0,False,HLA-C,NCBITaxon:9606,gene,1279,protein_coding,15.472996,10000
ENSG00000197956,2019,3.5098503887394847,34.781122446194004,14.017858121410923,2.4812009185063566,1,False,S100A6,NCBITaxon:9606,gene,479,protein_coding,15.121131,10000
ENSG00000173812,28237,6.969543736494596,28.738372964003467,41.389369398477704,0.6943418897503904,0,False,EIF1,NCBITaxon:9606,gene,1120,protein_coding,14.425911,10000
ENSG00000171223,30432,4.646732642828034,28.42303096009393,21.70558771598373,1.3094799059063662,1,False,JUNB,NCBITaxon:9606,gene,1830,protein_coding,12.218887,10000
ENSG00000185885,18342,3.968406060028646,16.082831271376172,16.957551688294583,0.9484170573064838,0,False,IFITM1,NCBITaxon:9606,gene,522,protein_coding,11.305915,10000
ENSG00000111640,20471,2.9898818049425278,30.646271305500683,10.957135768834709,2.7969235712932266,1,False,GAPDH,NCBITaxon:9606,gene,1285,protein_coding,11.122977,10000
ENSG00000008517,25845,2.8804783204981117,15.550900027865627,10.351026155383035,1.5023534666344511,1,False,IL32,NCBITaxon:9606,gene,810,protein_coding,10.150946,10000
ENSG00000026025,17169,2.5509076192298545,18.539613160472395,8.606894647704257,2.1540420696891056,1,False,VIM,NCBITaxon:9606,gene,1050,protein_coding,10.113613,10000
ENSG00000111796,20568,1.4287751283588876,10.607136149286745,3.642525896980205,2.9120276558889686,1,False,KLRB1,NCBITaxon:9606,gene,1478,protein_coding,9.116332,10000
ENSG00000107317,16922,0.2588274006294449,5.255665956614744,0.35227484710634865,14.919220034553819,1,False,PTGDS,NCBITaxon:9606,gene,638,protein_coding,8.930247,10000
ENSG00000104529,15624,4.788439413724333,12.759013150763122,22.756323330231083,0.5606799027080884,0,False,EEF1D,NCBITaxon:9606,gene,829,protein_coding,8.916367,10000
ENSG00000135486,21186,3.637936266099403,11.678786324492336,14.816630642996143,0.7882214658542411,0,False,HNRNPA1,NCBITaxon:9606,gene,277,protein_coding,8.913569,10000
ENSG00000196683,12854,4.3155639104366,11.765753084042636,19.32885650872991,0.6087143892221933,0,False,TOMM7,NCBITaxon:9606,gene,517,protein_coding,8.834435,10000
ENSG00000231389,11421,1.0755213816724405,17.364140940384985,2.4198085800236964,7.175832453718677,1,False,HLA-DPA1,NCBITaxon:9606,gene,1146,protein_coding,8.342795,10000
ENSG00000051523,27166,2.8228130952085486,12.80541892683414,10.036951864219517,1.2758274723182046,1,False,CYBA,NCBITaxon:9606,gene,846,protein_coding,8.046299,10000
ENSG00000223865,11422,1.2452009027754982,20.26712324193713,2.9850736356218706,6.789488540585784,1,False,HLA-DPB1,NCBITaxon:9606,gene,1330,protein_coding,7.976637,10000
ENSG00000101439,32204,0.8688781837527632,31.632772308716213,1.789281749821781,17.679033674772448,1,False,CST3,NCBITaxon:9606,gene,832,protein_coding,7.850919,10000
ENSG00000172757,19423,3.098911401343595,12.640593297323122,11.57441642003968,1.0921149575660307,1,False,CFL1,NCBITaxon:9606,gene,855,protein_coding,7.709392,10000
ENSG00000011600,30949,1.4949292935277338,18.72540674141237,3.8907724377504325,4.812773566437906,1,False,TYROBP,NCBITaxon:9606,gene,541,protein_coding,7.6271744,10000
ENSG00000132475,28912,4.301346557387811,14.79078446510737,19.229313064304716,0.769179034932826,0,False,H3-3B,NCBITaxon:9606,gene,783,protein_coding,7.569414,10000
ENSG00000142669,579,3.2514144897228827,12.85561770313451,12.459783696215815,1.0317689308585718,1,False,SH3BGRL3,NCBITaxon:9606,gene,759,protein_coding,7.415823,10000
ENSG00000123349,21141,4.339526371116308,10.830066000372238,19.497097376311704,0.5554706832206643,0,False,PFDN5,NCBITaxon:9606,gene,640,protein_coding,7.231735,10000
ENSG00000133639,21601,3.656064632192641,11.027814645186329,14.931092394984276,0.7385805642038247,0,False,BTG1,NCBITaxon:9606,gene,1375,protein_coding,7.215951,10000
ENSG00000167658,30101,3.242221007063842,10.42654073211832,12.405689684294197,0.8404644157222629,0,False,EEF2,NCBITaxon:9606,gene,573,protein_coding,7.1093674,10000
ENSG00000265972,1811,2.7987769777836844,7.330873258748891,9.907145437457118,0.7399581751486867,0,False,TXNIP,NCBITaxon:9606,gene,1367,protein_coding,6.909441,10000
ENSG00000124172,32716,3.960950716431939,12.010228216379929,16.90799267203821,0.7103284493369617,0,False,ATP5F1E,NCBITaxon:9606,gene,1878,protein_coding,6.8744984,10000
ENSG00000100453,23304,0.9622389088553822,6.663924817307501,2.066052794104242,3.2254378185958528,1,False,GZMB,NCBITaxon:9606,gene,816,protein_coding,6.7108955,10000
ENSG00000105373,31384,3.382793303961372,9.048341854910506,13.242840436789926,0.6832629221911604,0,False,NOP53,NCBITaxon:9606,gene,677,protein_coding,6.654745,10000
ENSG00000137441,7851,0.8091385603468912,4.514403883339344,1.6194034908769828,2.7876955365041978,1,False,FGFBP2,NCBITaxon:9606,gene,775,protein_coding,6.210401,10000
ENSG00000204592,11275,3.489536338795408,9.269425777262688,13.892783635702825,0.6672115553209707,0,False,HLA-E,NCBITaxon:9606,gene,907,protein_coding,6.200569,10000
ENSG00000145741,9697,3.274972638921025,9.262794164616922,12.598818860768306,0.7352113136155287,0,False,BTF3,NCBITaxon:9606,gene,1014,protein_coding,6.042743,10000
ENSG00000140264,24751,3.569153675991984,10.41157506004943,14.385514189380256,0.7237541128493318,0,False,SERF2,NCBITaxon:9606,gene,807,protein_coding,6.0141697,10000
ENSG00000181163,10655,2.607957170203925,8.3570065517055,8.899921797225355,0.9389977510063573,0,False,NPM1,NCBITaxon:9606,gene,1346,protein_coding,5.8103495,10000
ENSG00000163041,3021,2.745475114027847,13.123681574346318,9.621622293001792,1.363978045977989,1,False,H3-3A,NCBITaxon:9606,gene,847,protein_coding,5.7954726,10000
ENSG00000100097,33967,1.2779229118112594,12.055120070290325,3.0988272308545213,3.8902201291590424,1,False,LGALS1,NCBITaxon:9606,gene,516,protein_coding,5.7573066,10000
ENSG00000130066,34435,1.1736249606697,11.882803214965639,2.7415525648051453,4.334333533332805,1,False,SAT1,NCBITaxon:9606,gene,888,protein_coding,5.6252627,10000
ENSG00000204482,11335,0.6649490767687426,12.190543110143372,1.2335311984153223,9.882638660277173,1,False,LST1,NCBITaxon:9606,gene,554,protein_coding,5.527587,10000
ENSG00000104904,30030,2.6360572184811177,12.014188236722394,9.045632125916827,1.3281756398482094,1,False,OAZ1,NCBITaxon:9606,gene,1075,protein_coding,5.5120645,10000
ENSG00000127184,9812,3.425954555389472,8.239129312466387,13.504167626770224,0.6101175237345745,0,False,COX7C,NCBITaxon:9606,gene,581,protein_coding,5.472356,10000
ENSG00000092841,21253,2.379962322973619,8.479472025590121,7.751504597474875,1.0939130486326403,1,False,MYL6,NCBITaxon:9606,gene,664,protein_coding,5.389156,10000
ENSG00000170476,10248,0.14969532527859464,7.709695890714073,0.18157968971326374,42.45902117624796,1,False,MZB1,NCBITaxon:9606,gene,956,protein_coding,5.1373563,10000
ENSG00000206503,11260,2.1196025417982014,5.632121744659442,6.515111558413919,0.864470499731112,0,False,HLA-A,NCBITaxon:9606,gene,1847,protein_coding,4.9290605,10000
ENSG00000158869,2279,0.8362922795721824,8.26359731540984,1.6959093681686568,4.872664465750431,1,False,FCER1G,NCBITaxon:9606,gene,562,protein_coding,4.8058505,10000
ENSG00000100450,23303,0.8710462540341078,4.843776863144539,1.795554140913211,2.6976501308299596,1,False,GZMH,NCBITaxon:9606,gene,687,protein_coding,4.7927713,10000
ENSG00000156467,15224,2.5084180852929094,5.933100997967458,8.391099706012586,0.7070707303908073,0,False,UQCRB,NCBITaxon:9606,gene,982,protein_coding,4.74354,10000
ENSG00000169100,34284,2.5026496412836448,7.517303329112273,8.361964669199242,0.8989876932650505,0,False,SLC25A6,NCBITaxon:9606,gene,900,protein_coding,4.68481,10000
ENSG00000177606,1161,2.269365118887591,10.840883620477188,7.216401134834974,1.5022562379755042,1,False,JUN,NCBITaxon:9606,gene,3257,protein_coding,4.671219,10000
ENSG00000077984,32222,1.0723677521162303,4.5026986242769835,2.409700244441378,1.8685720909358825,1,False,CST7,NCBITaxon:9606,gene,891,protein_coding,4.614666,10000
ENSG00000070756,15270,2.8447876243858268,7.342393331774902,10.156195051038441,0.7229472548422557,0,False,PABPC1,NCBITaxon:9606,gene,2391,protein_coding,4.570803,10000
ENSG00000170345,23819,2.9749783233002707,22.50716952710468,10.873782735855483,2.06985646798462,1,False,FOS,NCBITaxon:9606,gene,815,protein_coding,4.5607877,10000
ENSG00000131143,27096,3.103440490553923,7.050267874839907,11.600342503108616,0.6077637684271082,0,False,COX4I1,NCBITaxon:9606,gene,594,protein_coding,4.518333,10000
ENSG00000275302,28044,0.6656480152309339,4.0988350958966,1.235316786531957,3.3180437119990573,1,False,CCL4,NCBITaxon:9606,gene,660,protein_coding,4.423343,10000
ENSG00000111348,20684,2.4120678570770924,6.763390021577046,7.90954906191821,0.8550917338578538,0,False,ARHGDIB,NCBITaxon:9606,gene,723,protein_coding,4.2061725,10000
ENSG00000169567,10110,2.4700253074968956,5.964136352013315,8.197916138878034,0.7275185853211773,0,False,HINT1,NCBITaxon:9606,gene,1032,protein_coding,4.101328,10000
ENSG00000126264,30948,1.9583567180155592,5.24814654365221,5.790550557505357,0.9063294572088832,0,False,HCST,NCBITaxon:9606,gene,504,protein_coding,4.0865564,10000
ENSG00000185201,18341,1.5645493288029098,5.188600642925786,4.158362168442914,1.2477510213769434,1,False,IFITM2,NCBITaxon:9606,gene,439,protein_coding,4.0750575,10000
ENSG00000101608,29214,2.470729850276653,6.045245411532593,8.201445759066079,0.737095091437454,0,False,MYL12A,NCBITaxon:9606,gene,680,protein_coding,4.029288,10000
ENSG00000204472,11337,0.6408441062994932,8.036669900032138,1.1724697214782236,6.854479695984736,1,False,AIF1,NCBITaxon:9606,gene,655,protein_coding,3.8921824,10000
ENSG00000145649,9536,1.002160064113393,4.653954067095534,2.1885072345843737,2.1265426924606077,1,False,GZMA,NCBITaxon:9606,gene,896,protein_coding,3.85016,10000
ENSG00000104408,15339,2.2347688659343157,4.915022906957219,7.052002768367039,0.6969683745702712,0,False,EIF3E,NCBITaxon:9606,gene,1669,protein_coding,3.8442366,10000
ENSG00000102879,26323,2.0378851867478707,6.709577044153112,6.143920949000643,1.092067606317247,1,False,CORO1A,NCBITaxon:9606,gene,800,protein_coding,3.662122,10000
ENSG00000172543,19427,0.9632741063715486,3.4857436533271464,2.069197424193135,1.6845872764929712,1,False,CTSW,NCBITaxon:9606,gene,1206,protein_coding,3.630528,10000
ENSG00000167283,20095,2.3979217589230744,5.8690480700868575,7.839763255636643,0.7486256764008121,0,False,ATP5MG,NCBITaxon:9606,gene,900,protein_coding,3.606835,10000
ENSG00000170315,27640,1.9584263716767398,4.895444331605312,5.790856626288463,0.8453748119739297,0,False,UBB,NCBITaxon:9606,gene,724,protein_coding,3.510696,10000
ENSG00000065978,903,2.0718273357794845,6.466008193953253,6.297107685784933,1.0268219183497327,1,False,YBX1,NCBITaxon:9606,gene,1150,protein_coding,3.4935553,10000
ENSG00000150991,22083,2.208919351468371,5.833664452516968,6.930104103797244,0.841785976815538,0,False,UBC,NCBITaxon:9606,gene,582,protein_coding,3.4845643,10000
ENSG00000198668,23954,1.9253008517762085,4.419499854337202,5.6459791661974945,0.7827694230308195,0,False,CALM1,NCBITaxon:9606,gene,588,protein_coding,3.4737656,10000
ENSG00000104894,31467,1.9907056396247669,6.220409260944268,5.93334417076359,1.048381668412171,1,False,CD37,NCBITaxon:9606,gene,803,protein_coding,3.45786,10000
ENSG00000113387,9372,1.05753952845272,8.148192439400935,2.36236920719884,3.4491612972702725,1,False,SUB1,NCBITaxon:9606,gene,636,protein_coding,3.4466138,10000
ENSG00000103187,27067,1.0406072838514793,7.8715524600695845,2.3087227366634187,3.409483666044987,1,False,COTL1,NCBITaxon:9606,gene,1229,protein_coding,3.3641267,10000
ENSG00000111716,20730,1.7578526496813145,5.151204041964203,4.934725758989047,1.0438683512643676,1,False,LDHB,NCBITaxon:9606,gene,710,protein_coding,3.3511329,10000
ENSG00000197747,1958,1.4005605918799844,6.062094709425987,3.5384541701453776,1.7132042462431019,1,False,S100A10,NCBITaxon:9606,gene,521,protein_coding,3.2978692,10000
ENSG00000152518,3821,2.0211931271851835,6.123299886312789,6.069105644586892,1.008929526822784,1,False,ZFP36L2,NCBITaxon:9606,gene,3693,protein_coding,3.2591202,10000
ENSG00000163466,5444,1.7251018184409268,4.528328655189538,4.799780650499819,0.9434449165332924,0,False,ARPC2,NCBITaxon:9606,gene,678,protein_coding,3.2098057,10000
ENSG00000232112,6255,2.6297715760221676,4.853714897074335,9.012959698292331,0.5385261955577585,0,False,TMA7,NCBITaxon:9606,gene,619,protein_coding,3.1817431,10000
ENSG00000196262,13116,1.9416254282299084,6.015342866982671,5.717205442424741,1.0521474044638497,1,False,PPIA,NCBITaxon:9606,gene,2147,protein_coding,3.1684067,10000
ENSG00000187109,21501,1.7694463814923016,4.479223556833806,4.982825504608339,0.8989324536141298,0,False,NAP1L1,NCBITaxon:9606,gene,1041,protein_coding,3.1312783,10000
ENSG00000108654,28746,2.4533140331311243,4.5189817383838236,8.114365909870727,0.5569112594344836,0,False,DDX5,NCBITaxon:9606,gene,3684,protein_coding,2.9544048,10000
ENSG00000157514,34988,1.837077684648253,5.145872465245833,5.2668253674671375,0.9770349510748626,0,False,TSC22D3,NCBITaxon:9606,gene,691,protein_coding,2.8795927,10000
ENSG00000189403,22349,1.6333935664035573,5.533637205812837,4.429278599796827,1.249331483938084,1,False,HMGB1,NCBITaxon:9606,gene,1504,protein_coding,2.8584583,10000
ENSG00000188243,22657,2.233302135965548,3.9401442854268973,7.045064650188965,0.5592772360644356,0,False,COMMD6,NCBITaxon:9606,gene,533,protein_coding,2.71163,10000
ENSG00000133872,14653,1.8693185229901115,4.011006396371037,5.404251574702476,0.7421946112074272,0,False,SARAF,NCBITaxon:9606,gene,771,protein_coding,2.7047095,10000
ENSG00000167286,20091,1.6287155624693264,3.9907125052254626,4.410672642941429,0.9047854665889612,0,False,CD3D,NCBITaxon:9606,gene,794,protein_coding,2.6944098,10000
ENSG00000180644,17583,0.5530012321492478,2.285178763406114,0.9586763483287881,2.3836811739388692,1,False,PRF1,NCBITaxon:9606,gene,1786,protein_coding,2.662284,10000
ENSG00000089327,30900,1.8500476767301528,3.9046965256608193,5.321952164581911,0.7336962837946794,0,False,FXYD5,NCBITaxon:9606,gene,880,protein_coding,2.6535974,10000
ENSG00000162511,669,1.8227842730039223,4.073596338349938,5.206319960849057,0.7824329601312203,0,False,LAPTM5,NCBITaxon:9606,gene,960,protein_coding,2.6166265,10000
ENSG00000173762,29131,1.1925411336893943,3.0349073927488277,2.8051979729665635,1.0818870617978338,1,False,CD7,NCBITaxon:9606,gene,1190,protein_coding,2.5482333,10000
ENSG00000122862,17557,1.24646107361111,5.030921982689116,2.9894264519523466,1.682905421335947,1,False,SRGN,NCBITaxon:9606,gene,1217,protein_coding,2.4776628,10000
ENSG00000123416,21008,0.5650537173838726,5.8646647035652375,0.9871839656678498,5.940802228946791,1,False,TUBA1B,NCBITaxon:9606,gene,837,protein_coding,2.4702923,10000
ENSG00000163736,8245,0.12525649760575547,17.14445029683255,0.14806062732276162,92.18783105620217,1,False,PPBP,NCBITaxon:9606,gene,1586,protein_coding,2.4601498,10000
ENSG00000240972,33680,1.7354233701643746,4.198692767394786,4.842160510907122,0.867111438784801,0,False,MIF,NCBITaxon:9606,gene,557,protein_coding,2.4551733,10000
ENSG00000166794,25035,0.7630942878393514,5.806952443469255,1.4924147101712488,3.8909777583156053,1,False,PPIB,NCBITaxon:9606,gene,893,protein_coding,2.391997,10000
ENSG00000125534,32812,1.7909325344245206,3.1155872092577104,5.072420484584757,0.6142210052836631,0,False,PPDPF,NCBITaxon:9606,gene,827,protein_coding,2.3810074,10000
ENSG00000111229,21814,1.4662463962236507,3.860668719651274,3.782413328286581,1.0206892755048926,1,False,ARPC3,NCBITaxon:9606,gene,532,protein_coding,2.3487601,10000
ENSG00000163191,1960,0.8122609658480894,5.098845438102814,1.62814027330331,3.131699105870122,1,False,S100A11,NCBITaxon:9606,gene,560,protein_coding,2.3413892,10000
ENSG00000136156,22518,1.8498563293161052,3.616206263659377,5.321137330432296,0.6795927334885239,0,False,ITM2B,NCBITaxon:9606,gene,1098,protein_coding,2.2780771,10000
ENSG00000166598,21723,0.48910961004357756,5.032099245743973,0.8120801919120497,6.1965545962807385,1,False,HSP90B1,NCBITaxon:9606,gene,2858,protein_coding,2.2602444,10000
ENSG00000135390,21158,1.7817542634845884,3.4741735762377055,5.034076027774181,0.6901313283834217,0,False,ATP5MC2,NCBITaxon:9606,gene,745,protein_coding,2.166063,10000
ENSG00000180879,35343,1.1158196274409806,4.148325736982402,2.5502689970692547,1.6266228157831217,1,False,SSR4,NCBITaxon:9606,gene,723,protein_coding,2.1560726,10000
ENSG00000120129,10671,1.5755065702617297,6.288622735967913,4.201063515632752,1.496912082507223,1,False,DUSP1,NCBITaxon:9606,gene,2013,protein_coding,2.1093159,10000
ENSG00000099622,29976,1.7869302510654208,2.752738369103799,5.055686774763972,0.5444835670618849,0,False,CIRBP,NCBITaxon:9606,gene,916,protein_coding,2.0979807,10000
ENSG00000109971,20180,1.4065243863872727,3.446127694827379,3.5603616491856953,0.9679150699957072,0,False,HSPA8,NCBITaxon:9606,gene,1005,protein_coding,2.084559,10000
ENSG00000160255,33336,0.9938824870680372,2.3456011324702573,2.1629171577801105,1.0844618454435184,1,False,ITGB2,NCBITaxon:9606,gene,692,protein_coding,2.0814857,10000
ENSG00000197061,11125,0.4096660066915552,6.122224515825333,0.6408151747083896,9.553807021900594,1,False,H4C3,NCBITaxon:9606,gene,405,protein_coding,2.0390904,10000
ENSG00000092010,23266,1.4232764922095982,2.56078511579689,3.6221586347348302,0.7069776268859406,0,False,PSME1,NCBITaxon:9606,gene,933,protein_coding,2.035846,10000
ENSG00000135046,16173,1.0364120518447413,3.306050409981223,2.2954972197890444,1.4402328094638357,1,False,ANXA1,NCBITaxon:9606,gene,852,protein_coding,2.033277,10000
ENSG00000105369,31172,0.4796086905351883,4.090311162802702,0.7909437575455726,5.171431121100257,1,False,CD79A,NCBITaxon:9606,gene,951,protein_coding,2.0184503,10000
ENSG00000243678,28568,1.1707515469918024,3.227942160013286,2.731929745457609,1.1815611896372034,1,False,NME2,NCBITaxon:9606,gene,692,protein_coding,2.0157611,10000
ENSG00000228474,3641,1.7258023581367086,3.155957849918051,4.802652703014102,0.6571280592419785,0,False,OST4,NCBITaxon:9606,gene,458,protein_coding,2.0042787,10000
ENSG00000130429,13505,1.2211767946025618,3.5918965834862058,2.9025217065235247,1.237508947986722,1,False,ARPC1B,NCBITaxon:9606,gene,1318,protein_coding,1.9775732,10000
ENSG00000140319,24629,1.6265034582642468,2.6483341991623197,4.401884346585651,0.6016364789863622,0,False,SRP14,NCBITaxon:9606,gene,756,protein_coding,1.9641776,10000
ENSG00000203747,2294,0.3939010613776854,2.348932184098903,0.6083413273559195,3.8612076452436055,1,False,FCGR3A,NCBITaxon:9606,gene,2128,protein_coding,1.9611456,10000
ENSG00000187118,6024,0.6898058264086653,3.206175905746945,1.2975508736313712,2.4709442773226775,1,False,CMC1,NCBITaxon:9606,gene,608,protein_coding,1.9594259,10000
ENSG00000163131,1899,0.7256614495807571,5.096783780994851,1.3917574343884955,3.662120751096835,1,False,CTSS,NCBITaxon:9606,gene,1558,protein_coding,1.9567717,10000
ENSG00000142227,31406,1.3514515582804993,3.104957103501492,3.3599107635681023,0.924118919225883,0,False,EMP3,NCBITaxon:9606,gene,658,protein_coding,1.9283367,10000
ENSG00000168685,9402,1.1574148724177107,3.302893239314893,2.6874224720100504,1.229018985187186,1,False,IL7R,NCBITaxon:9606,gene,619,protein_coding,1.9251568,10000
ENSG00000178982,31046,1.5269707782875928,2.677197992603616,4.0131241142967475,0.6671106889256481,0,False,EIF3K,NCBITaxon:9606,gene,687,protein_coding,1.8805964,10000
ENSG00000159674,7663,0.35858905700952015,1.3346069998548047,0.5374903032549085,2.4830345622407393,1,False,SPON2,NCBITaxon:9606,gene,565,protein_coding,1.8669938,10000
ENSG00000117091,2254,1.5157253147825085,2.788456362539842,3.970026589780466,0.7023772509997153,0,False,CD48,NCBITaxon:9606,gene,1500,protein_coding,1.827142,10000
ENSG00000198851,20090,1.3231993928122225,2.540637966801895,3.258703297646819,0.7796469131278128,0,False,CD3E,NCBITaxon:9606,gene,1325,protein_coding,1.8080461,10000
ENSG00000115738,3434,0.8164818175922731,2.281635420201928,1.6399757199451659,1.3912617073934221,1,False,ID2,NCBITaxon:9606,gene,961,protein_coding,1.7899016,10000
ENSG00000122566,12890,1.2618096981914868,2.519485115367137,3.0426231063387377,0.8280634923667956,0,False,HNRNPA2B1,NCBITaxon:9606,gene,3646,protein_coding,1.752775,10000
ENSG00000198830,587,1.0079597321776697,2.6734016188096152,2.2064987149448934,1.211603524034402,1,False,HMGN2,NCBITaxon:9606,gene,991,protein_coding,1.7251151,10000
ENSG00000121966,4816,1.367756919931115,3.7098080446855093,3.4188236522363384,1.085112431068961,1,False,CXCR4,NCBITaxon:9606,gene,1668,protein_coding,1.7214758,10000
ENSG00000106153,13211,1.3166607554459957,3.1041963733032873,3.235437888008494,0.9594362434998116,0,False,CHCHD2,NCBITaxon:9606,gene,694,protein_coding,1.716318,10000
ENSG00000130755,31079,1.380709298443521,2.577848128004828,3.4658828015063716,0.743778216296225,0,False,GMFG,NCBITaxon:9606,gene,493,protein_coding,1.6987202,10000
